"Flug";"Number";"Time_ms";"Bme_press_1";"Bme_press_2";"Bme_temp_1";"Bme_temp_2";"Bme_humidity_1";Bme_humidity_2;"Bme_height";"Pito_speed";"crc"
221;1;251;98702;98631;21,0;21,84;41,2;38,3;40951;0;0
221;2;477;98702;98631;21,01;21,86;41,2;38,3;40951;0;0
221;3;509;98702;98631;21,01;21,86;41,2;38,3;40951;0;0
221;4;529;98702;98631;21,01;21,86;41,2;38,3;40951;0;0
221;5;549;98702;98631;21,01;21,86;41,2;38,3;40951;0;0
221;6;569;98702;98631;21,01;21,86;41,2;38,3;40951;0;0
221;7;595;98702;98631;21,02;21,86;41,2;38,3;40951;0;0
221;8;616;98702;98631;21,02;21,86;41,2;38,3;40951;0;0
221;9;639;98702;98631;21,02;21,86;41,2;38,3;40951;0;0
221;10;660;98702;98631;21,02;21,86;41,2;38,3;40951;0;0
221;11;681;98702;98631;21,02;21,86;41,2;38,3;40951;0;0
221;12;708;98701;98631;21,03;21,87;41,3;38,3;40951;0;0
221;13;729;98701;98631;21,03;21,87;41,3;38,3;40951;0;0
221;14;750;98701;98631;21,03;21,87;41,3;38,3;40951;0;0
221;15;771;98701;98631;21,03;21,87;41,3;38,3;40951;0;0
221;16;792;98701;98631;21,03;21,87;41,3;38,3;40951;0;0
221;17;813;98701;98631;21,04;21,88;41,3;38,3;40951;0;0
221;18;834;98701;98631;21,04;21,88;41,3;38,3;40951;0;0
221;19;855;98701;98631;21,04;21,88;41,3;38,3;40951;0;0
221;20;876;98701;98631;21,04;21,88;41,3;38,3;40951;0;0
221;21;897;98701;98631;21,04;21,88;41,3;38,3;40951;0;0
221;22;918;98701;98631;21,05;21,88;41,3;38,3;40951;0;0
221;23;945;98701;98631;21,05;21,89;41,3;38,3;40951;0;0
221;24;966;98701;98631;21,05;21,89;41,3;38,3;40951;0;0
221;25;987;98701;98631;21,05;21,89;41,3;38,3;40951;0;0
221;26;1008;98701;98631;21,05;21,89;41,3;38,3;40951;0;0
221;27;1029;98701;98631;21,05;21,89;41,3;38,3;40951;0;0
221;28;1056;98701;98631;21,06;21,9;41,3;38,3;40951;0;0
221;29;1077;98701;98631;21,06;21,9;41,3;38,3;40951;0;0
221;30;1098;98701;98631;21,06;21,9;41,3;38,3;40951;0;0
