"Flug";"Number";"Time_ms";"Bme_press_1";"Bme_press_2";"Bme_temp_1";"Bme_temp_2";"Bme_humidity_1";Bme_humidity_2;"Bme_height";"Pito_speed";"crc"
221;1;463;99718;99842;29,82;29,7;58,6;80,9;44330;14;0
221;2;516;99718;99842;29,82;29,7;58,6;80,9;44330;14;60205
221;3;536;99718;99842;29,82;29,7;58,6;80,9;44330;14;30454
221;4;555;99718;99842;29,83;29,7;58,5;81,0;44330;14;40706
221;5;574;99718;99842;29,83;29,7;58,5;81,0;44330;14;18097
221;6;594;99718;99842;29,83;29,7;58,5;81,0;44330;14;53877
221;7;638;99718;99842;29,83;29,7;58,5;81,0;44330;14;8619
221;8;658;99718;99842;29,83;29,7;58,5;81,0;44330;14;39109
221;9;679;99718;99842;29,83;29,71;58,6;81,0;44330;14;62361
221;10;699;99718;99842;29,83;29,71;58,6;81,0;44330;14;13328
221;11;719;99718;99842;29,83;29,71;58,6;81,0;44330;14;22156
221;12;764;99718;99842;29,83;29,71;58,6;81,0;44330;14;1655
221;13;784;99718;99842;29,84;29,71;58,6;81,0;44330;14;12765
221;14;804;99718;99842;29,84;29,72;58,6;81,1;44330;14;15377
221;15;824;99718;99842;29,84;29,72;58,6;81,1;44330;14;15776
221;16;844;99718;99842;29,84;29,72;58,6;81,1;44330;14;54356
221;17;871;99718;99842;29,84;29,72;58,6;81,1;44330;14;7952
221;18;903;99718;99842;29,85;29,73;58,6;81,1;44330;14;36206
221;19;923;99718;99842;29,85;29,73;58,6;81,1;44330;14;17021
221;20;943;99718;99842;29,85;29,73;58,6;81,1;44330;14;43913
221;21;963;99718;99842;29,85;29,73;58,6;81,1;44330;14;46899
221;22;990;99718;99842;29,85;29,73;58,6;81,1;44330;14;53125
221;23;1028;99718;99842;29,86;29,74;58,6;81,1;44330;14;51218
221;24;1049;99718;99842;29,86;29,74;58,6;81,1;44330;14;31011
221;25;1069;99718;99842;29,86;29,74;58,6;81,1;44330;14;30119
221;26;1096;99718;99842;29,86;29,74;58,6;81,1;44330;14;58500
221;27;1116;99718;99842;29,86;29,74;58,6;81,1;44330;14;27242
221;28;1154;99719;99842;29,87;29,75;58,6;81,1;44330;14;39845
221;29;1174;99719;99842;29,87;29,75;58,6;81,1;44330;14;35554
221;30;1201;99719;99842;29,87;29,75;58,6;81,1;44330;14;31533
221;31;1221;99719;99842;29,87;29,75;58,6;81,1;44330;14;65037
221;32;1241;99719;99842;29,88;29,75;58,5;81,1;44330;14;44790
221;33;1261;99719;99842;29,88;29,76;58,5;81,2;44330;14;6666
221;34;1293;99719;99842;29,88;29,76;58,5;81,2;44330;14;32939
221;35;1320;99719;99842;29,88;29,76;58,5;81,2;44330;14;4362
221;36;1340;99719;99842;29,88;29,76;58,5;81,2;44330;14;54612
221;37;1360;99719;99842;29,89;29,76;58,6;81,2;44330;14;43266
221;38;1380;99719;99841;29,89;29,77;58,6;81,2;44330;14;53631
221;39;1425;99719;99841;29,89;29,77;58,6;81,2;44330;14;49970
221;40;1444;99719;99841;29,89;29,77;58,6;81,2;44330;14;25939
221;41;1463;99719;99841;29,89;29,77;58,6;81,2;44330;14;4352
221;42;1482;99719;99842;29,9;29,77;58,6;81,2;44330;14;52191
221;43;1502;99719;99842;29,9;29,77;58,6;81,2;44330;14;63139
221;44;1545;99719;99842;29,9;29,77;58,6;81,2;44330;14;1900
221;45;1564;99719;99842;29,9;29,77;58,6;81,2;44330;14;12294
221;46;1583;99719;99842;29,9;29,77;58,6;81,2;44330;14;42178
221;47;1603;99720;99841;29,91;29,78;58,6;81,2;44330;13;38297
221;48;1622;99720;99841;29,91;29,78;58,6;81,2;44330;13;24901
